concurso,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,bola16
816,1,2,3,4,5,6,9,13,14,15,17,18,22,23,24,25
817,1,3,4,6,9,10,13,14,15,16,18,19,21,22,23,25
818,1,2,5,7,9,10,11,13,16,17,18,19,21,22,23,24
819,1,3,5,6,7,9,10,12,14,16,17,19,20,21,22,24
820,3,4,5,6,9,10,11,12,13,14,15,19,21,23,24,25
821,1,2,3,4,5,6,9,10,13,14,15,16,18,21,23,25
822,2,3,4,5,6,8,9,10,12,13,15,16,17,19,21,25
823,1,2,4,5,6,7,8,9,10,11,13,14,17,19,23,25
824,2,5,6,8,9,10,12,13,14,16,17,19,20,22,24,25
825,2,3,4,5,9,10,11,12,14,15,17,21,22,23,24,25
826,1,2,3,5,7,8,11,13,14,15,18,19,20,22,23,24
827,1,2,3,5,6,9,10,11,12,13,16,18,19,20,21,22
828,1,3,5,6,7,9,10,12,13,14,15,18,20,21,23,24
829,1,2,3,4,6,7,9,11,12,14,17,18,19,22,24,25
830,1,3,4,5,7,9,10,12,13,15,17,19,20,23,24,25
831,1,4,5,7,8,10,11,12,14,16,17,19,21,23,24,25
832,1,3,4,8,9,10,12,13,14,17,18,19,20,21,24,25
833,1,2,4,6,7,8,11,12,15,17,19,21,22,23,24,25
834,1,3,5,6,7,8,10,11,12,13,14,16,17,21,22,23
835,2,3,4,5,7,8,9,10,11,12,14,15,17,21,23,25
836,3,4,6,7,8,9,11,13,15,16,18,19,20,21,24,25
837,1,2,3,4,5,6,7,9,10,14,17,20,21,23,24,25
838,1,2,3,4,5,6,7,9,11,12,14,17,18,19,21,24
839,1,2,3,4,5,6,7,8,9,13,16,17,18,19,20,21
840,3,4,5,6,9,10,12,13,14,15,16,17,19,21,24,25
841,1,2,3,4,6,7,8,9,13,14,15,17,19,22,23,25
842,1,3,4,7,8,9,11,12,14,16,18,19,21,23,24,25
843,1,2,3,4,5,6,7,11,13,16,18,19,20,22,24,25
844,1,2,5,6,7,8,9,10,11,12,14,19,20,21,22,24
845,1,4,6,9,11,12,13,14,15,16,18,20,21,22,23,25
846,1,2,5,6,8,9,11,13,14,15,16,17,19,20,21,22
847,1,3,5,6,7,9,11,12,13,14,15,16,17,19,20,23
848,2,4,7,8,9,10,11,13,14,16,17,20,21,22,24,25
849,3,4,5,6,7,8,9,11,12,13,14,18,20,21,22,25
850,1,2,4,5,6,7,8,9,11,13,14,15,18,20,21,24
851,1,3,4,5,6,7,9,10,11,12,17,18,22,23,24,25
852,1,2,5,6,7,8,9,10,12,13,14,15,18,21,23,25
853,1,2,3,4,5,6,7,10,12,14,15,16,17,20,21,23
854,1,3,4,6,7,9,11,13,14,15,16,18,19,21,23,25
855,2,5,6,7,9,10,11,12,13,15,16,17,18,19,21,23
856,1,2,3,4,6,7,8,12,13,14,17,19,20,22,24,25
857,1,5,6,7,8,9,10,13,14,16,18,21,22,23,24,25
858,1,4,5,6,7,8,12,13,18,19,20,21,22,23,24,25
859,1,2,3,7,9,12,14,15,16,17,18,19,21,22,23,25
860,1,4,5,6,7,9,10,11,12,15,17,18,19,21,22,24
861,2,3,4,5,6,7,8,10,11,12,16,18,20,21,22,25
862,1,2,4,5,6,7,8,9,10,11,14,15,17,18,23,25
863,4,5,6,7,9,10,12,13,15,16,17,20,21,22,23,24
864,1,2,3,4,5,7,10,11,14,16,17,18,19,22,23,24
865,3,4,6,7,8,9,10,11,12,15,16,17,19,22,23,25
866,1,3,5,6,7,8,9,11,12,13,14,16,18,22,23,25
867,4,6,7,8,9,10,11,12,14,16,17,18,20,21,23,25
868,1,2,3,5,9,10,12,13,14,16,17,18,20,21,24,25
869,3,5,6,7,9,10,11,12,13,15,17,21,22,23,24,25
870,2,5,8,10,11,12,13,14,15,17,18,19,20,21,23,24
871,1,2,3,4,6,7,8,11,12,14,15,19,20,22,23,25
872,1,2,4,5,7,8,11,12,13,17,18,19,20,23,24,25
873,1,2,5,6,7,8,12,14,15,16,17,19,20,21,22,24
874,1,2,4,5,8,10,11,12,13,14,16,17,18,19,21,23
875,2,4,6,7,8,11,12,13,14,16,17,18,19,21,23,24
876,1,2,3,4,5,6,7,8,9,11,15,16,18,19,23,25
877,1,2,4,6,7,10,11,12,13,17,18,19,21,22,24,25
878,1,3,4,5,9,12,14,15,16,17,18,20,21,23,24,25
879,2,4,6,8,10,11,13,14,15,16,17,18,19,21,22,24
880,1,2,5,7,9,10,11,16,17,18,19,20,21,23,24,25
881,2,3,5,6,7,8,11,14,17,18,19,20,21,22,23,25
882,1,5,6,8,9,11,12,13,14,15,18,19,20,21,22,25
883,1,3,4,5,9,10,12,13,16,18,19,20,21,22,23,25
884,2,4,5,9,10,11,12,13,15,16,17,18,21,23,24,25
885,1,4,5,7,9,10,13,14,16,18,20,21,22,23,24,25
886,1,5,6,7,8,10,12,13,14,17,18,21,22,23,24,25
887,1,5,6,7,8,10,11,13,14,15,16,17,19,20,22,25
888,1,3,4,5,6,7,9,10,11,12,13,14,15,17,19,22
889,4,5,6,7,8,9,10,11,12,14,17,19,21,23,24,25
890,2,4,5,6,7,8,9,10,11,12,15,18,19,21,24,25
891,2,4,5,6,7,8,12,13,14,16,17,19,21,22,23,24
892,1,3,5,6,7,12,13,14,15,16,19,20,21,22,23,25
893,2,3,7,8,10,12,15,16,18,19,20,21,22,23,24,25
894,1,4,5,6,7,8,9,11,13,15,17,18,19,20,21,23
895,1,2,4,5,6,8,12,14,15,16,17,18,19,21,22,24
896,1,3,5,6,7,10,11,12,13,15,16,18,20,21,23,25
897,1,3,4,5,6,7,10,12,13,14,15,16,18,20,23,24
898,4,7,8,10,11,12,13,14,15,16,19,21,22,23,24,25
899,1,2,3,4,5,8,9,10,12,14,15,16,17,20,22,24
900,1,2,5,8,11,12,13,15,16,17,18,19,21,22,23,25
901,1,3,4,5,6,8,9,10,12,15,16,17,21,22,23,25
902,1,3,4,7,9,10,13,14,15,16,18,19,20,23,24,25
903,2,3,4,5,6,7,10,12,13,14,19,20,21,22,23,24
904,1,2,3,5,6,7,8,10,12,14,15,17,19,21,24,25
905,1,3,5,6,7,10,12,14,15,17,18,19,21,22,23,25
906,1,2,4,5,8,10,11,12,14,15,16,17,18,19,20,25
907,1,2,3,5,6,7,8,12,13,15,16,18,19,21,22,25
908,2,6,7,9,11,12,15,16,17,18,19,20,21,22,23,25
909,2,4,5,6,7,13,15,16,17,18,19,21,22,23,24,25
910,2,3,5,8,10,11,12,13,14,15,16,18,21,23,24,25
911,2,4,5,6,7,8,10,11,12,18,19,20,22,23,24,25
912,1,2,4,5,6,7,8,9,11,13,15,17,18,20,24,25
913,1,3,7,9,10,11,13,15,16,17,18,19,20,21,24,25
914,1,4,5,8,9,11,12,14,15,16,18,19,21,22,24,25
915,3,4,5,7,8,10,11,12,14,15,16,18,19,20,24,25
916,1,3,4,5,9,10,11,12,13,14,17,19,20,21,23,24
917,1,2,4,5,6,7,8,11,15,16,17,18,19,21,24,25
918,2,6,9,11,12,14,15,16,17,18,19,20,21,22,24,25
919,1,2,4,5,7,9,10,11,12,14,15,16,17,22,23,25
920,1,2,3,5,7,8,10,11,14,16,19,20,21,22,24,25
921,2,3,5,6,8,10,11,12,14,16,17,20,21,22,23,25
922,1,2,4,6,7,8,9,11,12,13,15,17,20,21,24,25
923,1,2,6,7,8,9,10,13,14,15,17,18,19,21,22,24
924,1,4,5,6,7,8,9,10,11,12,17,18,19,20,23,25
925,1,2,3,4,5,6,8,9,10,12,13,17,20,22,24,25
926,1,5,6,7,9,11,12,13,15,16,17,18,20,21,22,25
927,1,2,6,7,8,13,14,15,16,18,19,20,21,23,24,25
928,1,3,4,5,6,8,9,10,12,14,15,16,18,21,23,24
929,1,3,5,6,7,8,10,13,15,16,17,18,19,20,22,23
930,2,5,6,7,8,9,10,13,14,15,16,17,18,20,21,24
931,1,2,4,8,12,13,14,15,16,17,18,20,21,22,23,25
932,1,3,4,6,7,9,12,13,14,17,19,20,21,22,24,25
933,2,3,5,6,10,12,13,14,15,17,19,21,22,23,24,25
934,4,6,7,8,12,13,14,15,16,17,18,19,21,22,23,24
935,1,4,5,6,9,10,11,12,15,17,18,20,21,23,24,25
936,1,2,3,5,7,8,9,11,14,15,16,18,19,23,24,25
937,1,6,8,9,10,11,13,14,15,16,18,19,20,21,24,25
938,1,2,4,5,7,8,9,10,11,13,15,17,18,19,23,25
939,1,2,4,6,10,12,13,14,16,17,18,20,21,23,24,25
940,2,3,5,6,8,11,13,14,15,17,19,21,22,23,24,25
941,2,3,4,6,8,9,11,14,16,18,19,20,21,22,23,25
942,1,2,3,4,6,7,9,10,12,16,17,18,19,23,24,25
943,1,4,5,6,9,12,14,15,17,18,20,21,22,23,24,25
944,2,3,4,6,7,8,10,12,14,15,16,17,19,20,23,25
945,1,3,5,6,7,8,10,12,13,14,18,20,21,22,23,24
946,1,4,5,7,8,10,11,12,15,17,18,19,20,21,22,25
947,1,2,5,6,7,8,11,14,15,16,18,19,20,22,23,24
948,1,4,5,6,9,13,14,17,18,19,20,21,22,23,24,25
949,2,3,4,6,7,8,9,10,12,14,15,16,18,19,22,23
950,1,2,6,7,10,11,12,13,14,16,18,19,20,22,23,24
951,3,4,5,6,7,9,10,13,14,16,17,19,20,23,24,25
952,1,2,4,5,7,9,12,14,15,17,19,21,22,23,24,25
953,2,3,4,5,6,7,8,11,12,14,15,17,18,20,21,25
954,3,4,6,7,9,11,12,14,15,16,18,20,21,22,23,24
955,3,4,5,7,8,9,10,11,12,14,15,16,17,20,22,24
956,3,5,6,7,8,9,10,11,13,15,18,19,21,23,24,25
957,1,2,5,6,7,8,10,12,13,15,16,17,18,19,21,25
958,1,5,6,7,8,11,14,15,16,17,19,20,21,22,23,25
959,1,2,3,4,5,10,11,13,14,15,16,19,20,22,24,25
960,2,4,6,7,8,10,11,12,13,16,17,18,20,21,24,25
961,1,2,3,4,6,8,11,12,13,14,18,20,21,23,24,25
962,2,3,7,9,11,12,13,14,16,17,18,19,22,23,24,25
963,1,2,3,4,5,7,8,10,11,12,15,16,18,19,21,24
964,1,3,4,7,8,9,10,11,12,13,15,18,20,23,24,25
965,4,5,6,8,9,10,12,15,16,17,18,21,22,23,24,25
966,2,3,4,5,6,7,8,9,10,12,13,15,17,20,23,24
967,2,5,6,8,9,11,13,14,17,18,19,20,21,22,24,25
968,2,3,4,5,6,7,8,10,13,15,16,18,19,21,23,25
969,3,5,6,7,8,10,13,15,16,17,18,19,20,22,23,24
970,1,3,4,6,7,10,12,15,16,17,18,19,21,22,24,25
971,2,3,4,5,6,7,8,10,11,12,14,15,16,20,21,24
972,3,6,7,9,10,11,13,14,15,16,17,18,19,20,22,23
973,3,4,5,6,8,9,12,13,14,15,17,18,19,22,24,25
974,1,3,4,6,7,9,15,17,18,19,20,21,22,23,24,25
975,1,3,5,6,9,10,11,12,14,15,16,18,19,20,21,25
976,2,4,6,7,9,11,13,14,15,16,17,18,21,22,23,25
977,1,4,6,7,9,10,11,14,15,16,17,19,22,23,24,25
978,1,5,6,7,8,10,11,12,13,15,16,17,18,23,24,25
979,1,3,4,7,8,9,11,12,13,17,18,19,21,22,24,25
980,1,2,4,5,7,8,9,10,14,16,17,18,19,22,23,24
981,1,6,7,8,9,10,12,13,16,17,18,19,21,23,24,25
982,1,2,3,4,5,6,7,10,13,14,16,17,22,23,24,25
983,1,4,5,7,8,10,11,12,14,15,17,18,19,20,21,25
984,3,4,5,6,7,8,9,13,14,16,17,19,21,22,24,25
985,1,3,5,6,7,8,11,12,13,14,15,17,20,21,23,25
986,1,2,3,6,7,9,11,13,14,15,17,18,20,21,23,25
987,1,3,4,6,7,8,9,10,11,13,17,18,19,21,22,24
988,2,3,5,6,7,9,11,12,13,15,16,17,18,20,21,22
989,3,5,6,8,9,11,13,14,15,16,17,20,21,22,23,25
990,1,2,3,5,6,9,11,13,14,15,17,19,21,22,24,25
991,1,3,4,6,7,8,9,10,11,16,17,18,19,20,23,24
992,1,2,4,5,6,7,8,9,12,14,16,18,21,23,24,25
993,3,4,6,7,8,9,11,15,16,18,19,20,21,22,24,25
994,1,2,3,4,5,7,9,12,15,16,17,18,19,20,24,25
995,1,2,3,4,8,9,10,13,15,17,18,19,20,21,22,23
996,1,3,4,7,8,10,14,15,16,17,18,20,21,23,24,25
997,2,3,5,9,11,12,14,15,16,17,18,19,21,22,24,25
998,1,4,9,10,12,13,14,15,16,17,19,20,21,22,24,25
999,2,4,6,8,9,10,11,12,13,15,16,17,20,21,22,24
1000,2,4,5,6,7,8,10,11,12,13,14,15,19,20,24,25
1001,1,2,3,4,5,7,8,9,13,14,16,17,19,21,22,25
1002,1,2,4,7,9,11,12,15,16,17,18,19,20,21,23,24
1003,2,5,6,7,9,10,11,12,13,15,17,18,19,21,22,25
1004,1,2,3,8,11,12,13,14,17,18,19,20,21,22,23,24
1005,1,2,5,6,9,10,11,12,13,14,17,18,19,20,22,25
1006,2,4,5,8,10,11,13,14,15,16,17,18,19,20,23,25
1007,1,2,3,7,8,9,10,13,14,15,17,19,20,21,22,24
1008,5,6,7,8,10,11,12,14,15,16,18,19,20,22,24,25
1009,1,2,3,5,6,7,8,9,11,12,17,18,20,21,22,23
1010,1,4,5,6,7,8,11,12,14,17,19,20,21,22,23,25
1011,2,3,4,6,7,8,12,14,15,16,17,18,19,21,23,24
1012,1,2,3,4,5,10,12,13,16,18,19,20,21,23,24,25
1013,1,2,4,5,10,11,13,14,15,18,20,21,22,23,24,25
1014,2,3,4,7,8,10,11,12,13,16,18,19,20,21,24,25
1015,2,4,5,6,8,9,10,11,12,15,16,17,19,22,23,24
1016,4,5,7,8,9,10,13,14,16,17,18,19,21,22,23,24
1017,1,6,8,10,11,13,14,15,16,17,20,21,22,23,24,25
1018,1,5,7,8,9,10,11,12,13,15,16,18,20,22,23,25
1019,1,2,3,4,8,9,10,14,15,16,17,19,21,22,23,25
1020,1,2,3,6,10,11,12,13,16,18,19,20,21,22,24,25
1021,3,4,5,6,7,9,10,12,14,16,17,19,21,22,24,25
1022,1,2,5,8,9,10,12,13,15,17,18,19,20,21,22,24
1023,1,3,4,5,6,8,9,11,12,14,15,16,17,18,23,24
1024,1,3,5,7,8,9,10,11,12,13,14,15,18,19,21,22
1025,2,6,7,8,9,10,11,12,14,15,16,17,20,21,23,25
1026,2,3,5,6,8,10,11,12,13,16,17,18,19,22,23,25
1027,3,4,5,6,8,9,12,13,16,17,18,19,20,21,22,25
1028,1,4,5,6,7,9,11,12,15,16,18,19,20,23,24,25
1029,1,5,6,7,10,11,12,13,15,16,17,18,19,21,23,25
1030,1,2,3,6,7,8,10,11,12,13,14,16,17,19,20,24
1031,2,3,6,7,9,11,12,13,14,15,16,18,19,23,24,25
1032,3,4,6,7,8,10,11,13,14,18,19,20,22,23,24,25
1033,2,4,5,7,8,9,11,14,16,18,19,20,21,23,24,25
1034,1,2,3,4,5,6,7,8,9,14,15,17,18,19,21,24
1035,1,3,5,8,9,10,11,13,14,16,17,18,20,22,23,25
1036,1,2,5,6,7,8,9,10,11,17,19,20,21,23,24,25
1037,1,2,3,7,8,10,12,13,14,16,17,19,21,22,24,25
1038,1,2,3,5,9,10,12,13,14,16,17,20,21,22,23,24
1039,2,3,4,6,7,8,10,11,14,16,17,18,19,20,21,23
1040,1,2,3,4,5,6,7,8,11,13,14,16,17,19,20,23
1041,1,2,4,5,6,10,11,13,14,15,17,18,19,20,23,25
1042,1,3,4,6,7,10,13,14,16,17,18,19,21,22,23,24
1043,2,3,5,6,7,8,10,11,12,13,15,17,20,22,23,25
1044,1,2,3,4,5,6,7,10,11,14,15,17,20,21,24,25
1045,1,2,3,5,6,9,10,11,12,14,15,19,22,23,24,25
1046,1,2,5,10,12,13,14,15,16,17,18,20,21,22,23,24
1047,1,2,6,7,8,9,10,11,13,14,15,19,20,22,23,24
1048,2,4,5,6,8,12,14,16,17,18,20,21,22,23,24,25
1049,2,3,4,6,8,9,10,11,13,14,16,17,19,21,23,24
1050,1,2,6,7,8,9,10,11,13,14,18,19,20,23,24,25
1051,3,5,6,8,9,10,12,15,16,17,18,19,20,22,23,24
1052,1,3,5,6,7,10,11,12,14,15,16,17,18,20,21,25
1053,1,2,3,6,7,10,11,12,17,19,20,21,22,23,24,25
1054,3,4,5,7,8,10,11,15,16,17,18,19,20,22,23,24
1055,1,2,3,5,7,10,11,12,14,15,17,19,20,21,22,23
1056,1,3,4,6,7,10,11,12,13,16,19,20,21,22,24,25
1057,1,2,3,4,5,7,9,12,14,16,17,18,19,21,23,24
1058,3,4,5,6,7,8,9,10,11,12,13,17,19,20,22,25
1059,1,3,4,5,7,9,10,11,14,15,16,17,18,22,23,24
1060,1,2,4,7,8,10,11,13,14,15,16,17,19,20,21,24
1061,2,3,4,9,10,12,15,16,17,18,19,20,21,23,24,25
1062,2,5,7,9,10,11,12,13,15,16,18,19,20,22,23,24
1063,1,2,4,5,8,9,10,11,12,14,15,17,19,21,23,25
1064,2,5,6,9,10,12,13,14,15,16,17,18,20,22,24,25
1065,1,2,4,6,7,8,9,12,15,16,18,19,20,22,23,24
1066,1,2,3,4,6,7,8,11,12,13,16,17,18,19,21,24
1067,2,4,5,7,8,9,11,13,15,16,18,19,20,21,22,25
1068,1,2,4,5,6,7,8,9,10,14,15,16,18,19,20,25
1069,1,3,5,6,8,9,11,14,15,16,19,20,21,22,23,25
1070,4,6,7,8,9,10,11,12,14,16,17,18,19,20,24,25
1071,1,2,3,4,7,9,12,13,14,15,16,19,21,22,24,25
1072,4,5,7,8,9,10,11,12,13,14,15,17,18,20,21,23
1073,1,2,3,5,6,7,8,11,13,14,18,19,20,22,23,24
1074,2,3,4,5,8,9,13,14,15,16,17,18,19,20,22,24
1075,1,2,5,6,7,9,10,11,14,15,16,17,18,22,23,25
1076,1,2,3,4,5,6,9,10,11,12,15,18,19,20,22,24
1077,1,5,6,7,8,9,10,11,13,14,15,21,22,23,24,25
1078,1,2,4,9,10,11,12,14,15,16,18,19,22,23,24,25
1079,4,5,6,7,8,9,10,11,12,13,15,16,20,21,23,25
1080,2,4,5,6,9,11,12,13,14,15,16,17,19,21,23,24
1081,2,3,6,7,8,10,12,13,15,16,17,18,19,20,22,25
1082,1,2,3,4,6,7,8,10,12,13,14,16,18,20,21,24
1083,1,3,5,6,8,10,12,13,14,16,17,18,19,22,23,24
1084,1,2,6,7,8,9,12,14,15,17,18,19,21,22,24,25
1085,1,2,3,4,5,6,8,9,10,13,15,16,17,19,20,25
1086,1,4,5,7,8,9,12,13,14,15,17,18,20,21,23,25
1087,1,3,6,7,9,11,12,13,14,17,19,20,21,23,24,25
1088,2,3,5,6,7,9,10,12,13,14,16,17,19,20,24,25
1089,1,3,6,8,13,14,15,16,18,19,20,21,22,23,24,25
1090,2,4,5,6,7,9,10,11,12,13,14,16,21,23,24,25
1091,1,2,4,5,7,9,10,12,13,14,17,18,19,22,23,24
1092,3,4,5,6,7,9,10,12,13,14,15,19,21,22,23,24
1093,2,3,4,5,6,8,14,15,17,18,19,20,21,22,24,25
1094,2,3,4,6,7,8,9,11,12,13,18,19,20,21,23,24
1095,1,2,3,4,5,7,8,12,13,15,17,18,19,21,23,25
1096,1,4,5,8,9,10,11,12,14,15,16,17,19,20,23,24
1097,2,3,6,8,9,10,13,14,15,16,18,19,20,21,22,25
1098,1,3,5,7,9,10,12,13,14,16,17,18,19,21,23,25
1099,3,5,7,8,9,10,11,12,13,15,16,17,20,21,23,24
1100,1,2,3,5,6,7,11,12,13,17,18,19,20,21,23,25
1101,2,5,6,8,11,12,14,15,17,18,20,21,22,23,24,25
1102,2,5,6,7,8,9,10,13,14,15,17,18,20,21,24,25
1103,1,2,5,7,8,10,11,13,15,16,17,18,19,21,22,25
1104,1,2,4,5,7,8,9,12,14,16,17,20,21,22,23,25
1105,1,3,5,6,11,12,13,14,16,18,19,20,22,23,24,25
1106,1,2,3,4,5,6,7,8,9,10,12,14,15,17,23,25
1107,5,6,7,8,9,11,12,13,14,15,16,17,19,21,22,23
1108,1,2,4,5,6,7,8,9,12,15,16,17,19,20,21,24
1109,1,2,3,5,6,7,8,11,14,15,16,18,19,21,24,25
1110,1,2,4,5,9,10,11,12,13,15,16,17,18,23,24,25
1111,3,7,8,9,10,11,12,13,15,16,18,19,20,21,22,23
1112,1,2,3,4,5,6,7,8,9,14,15,16,18,19,23,25
1113,2,4,5,6,7,8,10,11,15,17,18,19,21,22,23,25
1114,1,2,3,6,7,8,9,11,14,15,16,18,20,22,23,24
1115,1,2,3,5,7,10,11,12,13,15,18,19,20,22,24,25
1116,2,3,6,7,8,9,11,12,14,16,18,19,20,21,22,24
1117,4,5,6,7,8,9,11,12,13,14,15,16,20,22,23,24
1118,1,2,3,5,6,7,8,9,10,11,12,13,14,17,18,19
1119,1,2,7,10,11,12,14,15,16,17,19,20,21,22,24,25
1120,1,6,8,10,11,12,13,14,16,18,19,20,21,22,23,24
1121,1,3,4,5,6,7,8,9,12,14,15,16,17,18,23,25
1122,1,2,3,5,7,10,12,14,15,17,18,19,21,22,23,24
1123,1,2,4,5,6,7,9,10,11,12,14,17,19,22,23,24
1124,1,2,5,6,7,8,9,10,11,13,16,17,20,23,24,25
1125,1,2,3,4,6,7,8,9,10,12,13,14,17,19,22,25
1126,1,2,3,4,5,7,9,13,14,15,16,17,19,21,24,25
1127,1,4,5,6,11,12,13,14,15,16,17,19,21,22,23,24
1128,1,3,4,6,8,9,10,11,13,14,15,19,20,21,23,25
1129,1,2,3,5,6,7,10,11,13,14,15,17,19,20,22,25
1130,2,3,4,5,7,8,9,12,13,14,16,19,20,21,22,25
1131,1,4,5,8,9,12,13,14,15,17,18,19,21,23,24,25
1132,5,6,7,8,9,10,11,14,15,16,17,18,19,20,21,24
1133,3,4,5,6,8,9,10,12,13,14,15,16,18,20,22,25
1134,1,2,3,4,5,7,8,11,12,13,14,17,18,19,23,25
1135,1,2,3,7,9,10,11,12,13,14,16,18,19,20,22,23
1136,2,3,4,7,10,11,13,15,16,17,18,19,20,21,24,25
1137,5,6,7,9,11,12,13,14,15,16,17,19,20,21,23,24
1138,1,2,4,6,8,9,11,13,14,15,17,20,21,23,24,25
1139,1,2,3,4,5,7,9,11,12,13,15,18,21,22,24,25
1140,1,3,4,6,7,8,9,13,16,18,19,20,21,22,23,25
1141,2,4,5,6,7,10,12,13,14,15,18,19,21,22,23,25
1142,1,2,4,5,8,9,10,11,13,15,17,20,21,22,23,25
1143,1,5,7,10,12,13,14,15,16,17,19,20,21,23,24,25
1144,4,5,7,8,9,10,11,12,13,15,19,20,21,22,23,24
1145,1,2,3,6,7,8,10,12,15,16,17,20,21,22,23,24
1146,1,2,3,4,5,6,7,8,9,10,14,16,18,19,21,23
1147,1,2,3,4,7,8,9,10,11,14,17,19,20,22,24,25
1148,2,3,5,6,8,9,10,12,15,17,18,21,22,23,24,25
1149,1,2,3,4,6,7,8,9,10,11,16,17,18,22,24,25
1150,3,4,6,7,8,10,11,13,14,15,18,20,21,23,24,25
1151,1,7,8,10,11,12,13,14,15,16,17,19,22,23,24,25
1152,1,2,3,7,8,9,10,11,13,14,15,16,17,19,22,25
1153,2,3,4,7,8,9,11,12,13,14,15,17,20,22,23,25
1154,1,4,5,6,7,8,10,11,12,14,15,16,19,21,22,23
1155,1,2,5,6,7,8,9,11,12,15,18,19,21,22,23,25
1156,2,3,4,5,6,7,8,10,13,14,16,17,18,20,22,23
1157,1,2,3,4,5,6,7,8,10,11,12,13,14,15,21,24
1158,1,2,3,4,7,9,11,12,13,14,15,17,18,19,20,24
1159,1,5,6,7,8,9,13,14,16,18,20,21,22,23,24,25
1160,2,3,4,5,8,9,11,12,13,14,15,16,18,19,24,25
1161,1,4,5,6,7,8,9,12,13,14,15,17,19,23,24,25
1162,1,2,4,5,6,8,10,12,13,14,16,18,19,20,21,24
1163,1,2,6,9,10,12,13,15,16,17,20,21,22,23,24,25
1164,2,3,4,6,7,8,9,12,13,14,17,18,21,22,24,25
1165,3,4,6,7,9,10,13,14,15,17,18,19,20,22,23,25
1166,1,4,5,6,7,9,10,11,12,14,17,18,19,21,23,25
1167,1,3,4,5,8,9,12,14,15,16,17,19,22,23,24,25
1168,1,3,4,5,7,10,12,13,14,15,16,17,19,21,22,24
1169,2,3,5,6,7,8,11,12,14,15,17,18,19,20,22,24
1170,2,7,8,9,11,12,13,15,16,18,19,20,21,22,24,25
1171,2,3,5,7,8,9,11,13,15,16,17,18,19,21,22,23
1172,2,4,5,7,8,9,11,12,13,17,18,20,21,23,24,25
1173,2,3,4,9,10,11,12,13,15,16,17,19,20,21,24,25
1174,2,3,4,6,10,12,13,14,15,17,18,19,21,22,23,24
1175,2,3,4,5,6,7,9,11,12,13,16,17,18,20,23,24
1176,3,6,7,9,10,11,12,13,14,15,16,18,19,21,24,25
1177,1,2,3,5,6,8,10,11,12,14,15,17,18,20,22,23
1178,1,2,4,9,10,12,13,14,15,17,18,19,20,23,24,25
1179,1,3,4,5,6,7,11,16,17,18,19,20,21,22,24,25
1180,5,6,8,10,11,12,13,14,15,16,17,20,21,22,23,25
1181,1,4,5,7,8,10,12,13,14,15,16,19,20,21,24,25
1182,1,2,4,5,6,8,10,12,13,15,16,18,19,20,21,22
1183,1,2,4,5,6,8,10,12,13,14,15,16,17,19,20,25
1184,2,4,5,6,8,10,11,13,14,15,17,19,20,21,23,24
1185,1,2,4,5,8,9,10,11,12,13,15,18,19,21,23,24
1186,2,3,5,7,8,10,12,14,16,18,19,20,21,22,24,25
1187,1,2,3,4,5,6,7,8,9,11,17,18,19,20,21,24
1188,1,2,4,5,7,9,10,12,13,15,18,19,20,21,24,25
1189,1,2,3,7,9,11,13,15,16,18,19,21,22,23,24,25
1190,1,2,4,5,7,9,10,11,12,13,15,19,20,21,22,25
1191,1,2,4,5,7,8,9,10,13,14,15,17,19,21,23,25
1192,1,2,3,4,6,7,9,10,11,12,13,17,18,19,23,24
1193,1,3,4,5,6,8,9,13,14,16,18,20,21,22,24,25
1194,5,6,7,8,9,10,13,14,15,16,19,20,22,23,24,25
1195,1,3,4,6,9,10,11,12,15,16,17,18,19,20,21,25
1196,1,2,4,5,6,7,9,10,13,15,17,18,21,22,23,25
1197,3,4,5,6,7,9,10,12,14,16,18,19,20,21,23,24
1198,1,2,3,4,5,9,11,12,13,14,15,16,19,21,24,25
1199,1,2,4,9,10,11,13,14,15,16,17,21,22,23,24,25
1200,2,3,5,6,8,9,10,11,12,16,17,19,20,21,22,25
1201,1,4,5,6,7,8,9,12,13,14,16,20,21,22,23,24
1202,2,5,6,8,11,12,13,15,17,18,19,20,21,22,24,25
1203,1,4,5,6,9,10,13,14,15,17,18,20,21,22,23,24
1204,1,2,3,6,7,8,10,11,12,13,15,17,18,20,21,22
1205,1,2,4,5,6,8,9,10,11,17,18,19,21,22,23,24
1206,4,5,7,8,9,10,11,12,13,14,17,18,19,20,24,25
1207,1,2,3,4,6,7,9,12,15,16,17,18,19,21,22,25
1208,1,2,3,5,7,8,9,10,11,13,17,19,20,23,24,25
1209,1,3,4,5,6,7,10,11,12,13,15,18,19,20,22,24
1210,2,3,4,5,7,9,10,12,13,17,18,19,22,23,24,25
1211,1,3,4,5,6,8,11,13,14,15,16,17,18,20,24,25
1212,2,5,6,7,9,10,11,12,14,16,17,19,20,21,24,25
1213,1,2,3,4,5,6,7,8,9,10,12,16,17,23,24,25
1214,3,4,6,8,12,13,14,16,17,19,20,21,22,23,24,25
1215,1,2,3,6,7,8,9,10,11,13,16,17,19,20,22,23
1216,1,2,3,4,5,7,8,10,11,12,13,14,17,22,24,25
1217,3,5,7,8,10,12,13,16,17,18,19,20,21,22,24,25
1218,1,2,3,4,6,7,9,11,12,13,15,17,20,22,23,25
